rank,name3,count,length
52315,bendigo road service,1,20
52316,aerolite,1,8
52317,bendigo-tennyson,1,16
52318,bendle,1,6
52319,bendoc,1,6
52320,bendoc creek,1,12
52321,bendoc orbost,1,13
52322,aerolink,1,8
52323,bendock,1,7
52324,bendoran,1,8
52325,bendoura,1,8
52326,bendidee,1,8
52327,bendick murrell,1,15
52328,benders,1,7
52329,bendanelle,1,10
52330,bencubbin-gabbin,1,16
52331,bencubbin-kununoppin,1,20
52332,bendale,1,7
52333,bendalls,1,8
52334,bendalong,1,9
52335,bendalong mountain,1,18
52336,bendell,1,7
52337,bendering,1,9
52338,bendemeer - woolbrook,1,21
52339,bendemere,1,9
52340,bendena,1,7
52341,bendenine,1,9
52342,bendenine stock,1,15
52343,benderine north,1,15
52344,bellevue park,1,13
52345,bellevilles,1,11
52346,belleverde,1,10
52347,begleys,1,7
52348,begovich,1,8
52349,behana,1,6
52350,behana gorge,1,12
52351,behanging,1,9
52352,behannas,1,8
52353,behenna's,1,9
52354,behennas,1,8
52355,beherendt,1,9
52356,behind the,1,10
52357,behl,1,4
52358,behland,1,7
52359,behm,1,4
52360,behn,1,4
52361,behn orr,1,8
52362,behnkes,1,7
52363,aft,1,3
52364,beggary creek,1,13
52365,beesand,1,7
52366,beggan beggan,1,13
52367,beetaloo valley,1,15
52368,beete,1,5
52369,beethams,1,8
52370,beetle,1,6
52371,beetloo,1,7
52372,beeton,1,6
52373,beeville,1,8
52374,beewar,1,6
52375,beezley,1,7
52376,afterlee,1,8
52377,bega candelo,1,12
52378,begara,1,6
52379,begargo,1,7
52380,begbroke,1,8
52381,begelhole,1,9
52382,behns,1,5
52383,behrendorff,1,11
52384,behrens,1,7
52385,behring,1,7
52386,bel-hilton,1,10
52387,bela vista,1,10
52388,belac,1,5
52389,belafonte,1,9
52390,belagoy,1,7
52391,africane,1,8
52392,belah valley,1,12
52393,belah view,1,10
52394,belaley,1,7
52395,belalie north,1,13
52396,belandra,1,8
52397,belangle,1,8
52398,belanglo,1,8
52399,belanglo creek,1,14
52400,belanglo firebreak,1,18
52401,bekton,1,6
52402,bekin,1,5
52403,bejoording,1,10
52404,beinda,1,6
52405,behringers point,1,16
52406,behs,1,4
52407,beihai,1,6
52408,beilharz,1,8
52409,beilken,1,7
52410,beilson,1,7
52411,beira,1,5
52412,bejon,1,5
52413,beirnfels,1,9
52414,beischer,1,8
52415,beit,1,4
52416,bejaling beach,1,14
52417,bejar,1,5
52418,bejimba,1,7
52419,beestons,1,8
52420,bees creek,1,10
52421,bellevarde,1,10
52422,beebo seventeen mile,1,20
52423,beech forrest - apollo bay,1,26
52424,beech links,1,11
52425,beech tree,1,10
52426,beechal,1,7
52427,beecham,1,7
52428,beecharry,1,9
52429,beechers,1,8
52430,beechers-leeton,1,15
52431,beechford,1,9
52432,beechmount,1,10
52433,beechnut,1,8
52434,beechville,1,10
52435,beechworth - wodonga,1,20
52436,beechworth-wangaratta,1,21
52437,beechworth-wodonga,1,18
52438,afterlink,1,9
52439,beebin,1,6
52440,bees,1,4
52441,beebering,1,9
52442,beduhns,1,7
52443,bedwel,1,6
52444,bedwell downs,1,13
52445,bee creek,1,9
52446,bee eater,1,9
52447,bee farm,1,8
52448,bee hive,1,8
52449,bee teng,1,8
52450,bee-eater,1,9
52451,beeac,1,5
52452,beeac cemetery,1,14
52453,beeac-dreeite,1,13
52454,beeamma - parsons,1,17
52455,beeanbee,1,8
52456,beebe,1,5
52457,beechy,1,6
52458,beeck,1,5
52459,beecrofts and hanks,1,19
52460,beef cattle,1,11
52461,beemra,1,6
52462,beena,1,5
52463,beenak east,1,11
52464,beendah,1,7
52465,beenham valley,1,14
52466,beenleigh redland bay,1,21
52467,beenleigh-redland bay,1,21
52468,beenup,1,6
52469,beenwerrin,1,10
52470,beerburrum - donnybrook,1,23
52471,beerburrum woodford,1,19
52472,beereegan,1,9
52473,beering,1,7
52474,beermullah,1,10
52475,beermullah west,1,15
52476,beemery,1,7
52477,beemerang,1,9
52478,beemera,1,7
52479,beel,1,4
52480,beefeater,1,9
52481,beegoodye wells,1,15
52482,beehan,1,6
52483,beejenup,1,8
52484,beek,1,4
52485,beekeeper,1,9
52486,beelar,1,6
52487,beemelon,1,8
52488,beelarong,1,9
52489,beelawong,1,9
52490,beelbangera,1,11
52491,beeley,1,6
52492,beelier,1,7
52493,beelyu,1,6
52494,belar avenue,1,12
52495,belarabon,1,9
52496,belarada,1,8
52497,bellaratta creek,1,16
52498,bellarine link (geelong ring road,1,33
52499,bellario,1,8
52500,bellarwi,1,8
52501,bellarwi - wargin,1,17
52502,bellary,1,7
52503,bellatta,1,8
52504,bellavia,1,8
52505,bellawongara,1,12
52506,bellay,1,6
52507,bellazario,1,10
52508,bellbangra,1,10
52509,bellbine,1,8
52510,bellbird bore,1,13
52511,bellbird flat,1,13
52512,bellbird hill,1,13
52513,bellarine highway service,1,25
52514,bellar,1,6
52515,belaring,1,8
52516,bellany,1,7
52517,bell-are,1,8
52518,bell-kaimkillenbun,1,18
52519,bella creek,1,11
52520,bella donna,1,11
52521,bella julia,1,11
52522,bellabimbi,1,10
52523,bellaboo,1,8
52524,belladona,1,9
52525,belladonia,1,10
52526,belladonna,1,10
52527,african,1,7
52528,bellamy farm,1,12
52529,bellana,1,7
52530,bellanboe,1,9
52531,bellanger,1,9
52532,bellbridge,1,10
52533,bellbrush,1,9
52534,bellbuoy beach,1,14
52535,bellby,1,6
52536,bellemere,1,9
52537,bellemont,1,9
52538,bellemount,1,10
52539,bellengen,1,9
52540,bellereeve,1,10
52541,bellereve,1,9
52542,belleridge,1,10
52543,africa,1,6
52544,bellero,1,7
52545,bellerophon,1,11
52546,bellerose,1,9
52547,bellerts,1,8
52548,bellestar,1,9
52549,belletes,1,8
52550,belletree,1,9
52551,bellemara,1,9
52552,bellellen saleyards,1,19
52553,belleglade,1,10
52554,belle o'connor,1,14
52555,bellcast,1,8
52556,belle air,1,9
52557,belle eden,1,10
52558,belle gardens,1,13
52559,belle mare,1,10
52560,belle marie,1,11
52561,belle rio,1,9
52562,bellefin,1,8
52563,belle villa,1,11
52564,belle vista,1,11
52565,belle vue,1,9
52566,bellear,1,7
52567,bellebrook east,1,15
52568,belledale,1,9
52569,bell view,1,9
52570,bell thorpe,1,11
52571,bell street service,1,19
52572,belgain,1,7
52573,belcote,1,7
52574,belcunda,1,8
52575,beldarry,1,8
52576,beldate,1,7
52577,beldt,1,5
52578,bele,1,4
52579,belemba,1,7
52580,belerenga,1,9
52581,beleura hill,1,12
52582,belfa,1,5
52583,belfairs,1,8
52584,belfields,1,9
52585,belfords,1,8
52586,belforest,1,9
52587,belfrayden,1,10
52588,belclare,1,8
52589,belclaire,1,9
52590,belchester,1,10
52591,belbora,1,7
52592,belarius,1,8
52593,belarra,1,7
52594,belaurd,1,7
52595,belbins,1,7
52596,africandar,1,10
52597,belbird,1,7
52598,belbora creek,1,13
52599,belcastro,1,9
52600,belbourne,1,9
52601,belbower,1,8
52602,belbys,1,6
52603,belcan,1,6
52604,belcaro,1,7
52605,belcarra,1,8
52606,belfree,1,7
52607,belgala vale,1,12
52608,bell springs,1,12
52609,belgamba,1,8
52610,belivah,1,7
52611,belize,1,6
52612,belka,1,5
52613,belka east,1,10
52614,belka west,1,10
52615,belkan,1,6
52616,belkoff,1,7
52617,african daisy,1,13
52618,bell & welsh,1,12
52619,bell - banksia,1,14
52620,bell bay,1,8
52621,bell brae,1,9
52622,bell creek,1,10
52623,bell manor,1,10
52624,bell miner,1,10
52625,belinya,1,7
52626,belindavale,1,11
52627,belimla,1,7
52628,belgrave - hallam,1,17
52629,belgarah,1,8
52630,belgenny,1,8
52631,belgica,1,7
52632,belgold,1,7
52633,belgraiv,1,8
52634,african reef,1,12
52635,belgrave - hallam road off,1,26
52636,belifante,1,9
52637,belgrave falls,1,14
52638,belgrave-ferny creek,1,20
52639,belgravia heights,1,17
52640,belhus,1,6
52641,belia,1,5
52642,belida,1,6
52643,barraport church,1,16
52644,barraport,1,9
52645,baartz,1,6
52646,bald hill road (dry diggings,1,28
52647,bald hills road - grays,1,23
52648,bald knob,1,9
52649,bald knob tick gate,1,19
52650,bald nob,1,8
52651,bald peak,1,9
52652,bald ridge,1,10
52653,bald spur,1,9
52654,baldarch,1,8
52655,baldblair,1,9
52656,balddocks,1,9
52657,balder,1,6
52658,balderrie,1,9
52659,baldersleigh,1,12
52660,balderson,1,9
52661,baldessin,1,9
52662,bald hills creek,1,16
52663,bald hill business,1,18
52664,balaven,1,7
52665,balcumbi,1,8
52666,balbeek,1,7
52667,balbeggie,1,9
52668,balbethan,1,9
52669,balbiri,1,7
52670,balblair,1,8
52671,balcanoona yunta,1,16
52672,balcara,1,7
52673,balcarres,1,9
52674,balch,1,5
52675,balcha,1,6
52676,balcolyn,1,8
52677,balcombe park,1,13
52678,balcombe road slip,1,18
52679,balcomore,1,9
52680,balcony close (right of,1,23
52681,baldhead,1,8
52682,baldi,1,5
52683,baldini,1,7
52684,baldios,1,7
52685,baleine,1,7
52686,balengera,1,9
52687,balenne,1,7
52688,balerang,1,8
52689,bales bay,1,9
52690,balfort,1,7
52691,ahrns,1,5
52692,balfour street;havilah,1,22
52693,balfour-ogilvy,1,14
52694,balfron,1,7
52695,balgal beach,1,12
52696,balgaling,1,9
52697,balgang,1,7
52698,balgo mission,1,13
52699,balgore,1,7
52700,baleara,1,7
52701,baldy knob,1,10
52702,baldy grass,1,11
52703,baldocks-grossers,1,17
52704,baldiserra,1,10
52705,ahtow,1,5
52706,baldissera,1,10
52707,baldivis,1,8
52708,baldo,1,5
52709,ahsley,1,6
52710,baldon,1,6
52711,baldwyn,1,7
52712,baldred,1,7
52713,baldry-peak hill,1,16
52714,baldrys,1,7
52715,balds,1,5
52716,baldwin plains,1,14
52717,baldwinson,1,10
52718,balbarrup,1,9
52719,balarto road service,1,20
52720,balhannah,1,9
52721,bakerana,1,8
52722,bakers beach,1,12
52723,bakers bend,1,11
52724,bakers bridge,1,13
52725,bakers flat,1,11
52726,bakers gully,1,12
52727,bakers hill,1,11
52728,bakers hut,1,10
52729,bakers point,1,12
52730,bakers range,1,12
52731,bakers ridge,1,12
52732,bakers vale,1,11
52733,ahwans,1,6
52734,bakes west,1,10
52735,bakey,1,5
52736,bakhash,1,7
52737,aid,1,3
52738,baker's hill,1,12
52739,balarto,1,7
52740,baker's bridge,1,14
52741,bairstowes,1,10
52742,baisley,1,7
52743,bajamalu,1,8
52744,bajewoi,1,7
52745,bajimba,1,7
52746,bajool-port alma,1,16
52747,baka,1,4
52748,bakana,1,6
52749,bakara well,1,11
52750,bake house,1,10
52751,bakeering,1,9
52752,aida,1,4
52753,baker finch,1,11
52754,baker gully,1,11
52755,baker west,1,10
52756,bakhill,1,7
52757,bakon,1,5
52758,bakulus,1,7
52759,bakutilla,1,9
52760,balam,1,5
52761,balambool,1,9
52762,balamire,1,8
52763,balance tank,1,12
52764,balandi,1,7
52765,balangay,1,8
52766,balange,1,7
52767,balanka,1,7
52768,balannup,1,8
52769,balanu,1,6
52770,balanus,1,7
52771,balanyi,1,7
52772,balara,1,6
52773,balaro,1,6
52774,balaroo,1,7
52775,balalie,1,7
52776,balal,1,5
52777,balaklava-riverton,1,18
52778,balak,1,5
52779,bal,1,3
52780,balabla,1,7
52781,balach,1,6
52782,baladanga,1,9
52783,balagundi,1,9
52784,balah,1,5
52785,balakeira,1,9
52786,balaklava-nantawara,1,19
52787,balaklava - auburn,1,18
52788,balaklava - giles corner,1,24
52789,balaklava - salter springs,1,26
52790,balaklava - whitwarta,1,21
52791,balaklava-blyth,1,15
52792,balaklava-erith,1,15
52793,balgudda,1,8
52794,balharrie,1,9
52795,balmattun,1,9
52796,ballina- pearce,1,15
52797,ballinderry,1,11
52798,ballindoch,1,10
52799,balline,1,7
52800,ballingall,1,10
52801,ballingalla,1,11
52802,ballins,1,7
52803,balliston,1,9
52804,balloan,1,7
52805,ballock,1,7
52806,ballones,1,8
52807,balloong,1,8
52808,ballorok,1,8
52809,ballot box,1,10
52810,balluna,1,7
52811,balluts,1,7
52812,ballinamona,1,11
52813,ballimore,1,9
52814,ballengoarrah,1,13
52815,ballima,1,7
52816,ballerdee,1,9
52817,ballerina,1,9
52818,balleroo,1,8
52819,balleroy,1,8
52820,ballerstedts,1,12
52821,ballesteros,1,11
52822,balleymoyer,1,11
52823,balleyshannon,1,13
52824,balli,1,5
52825,ballidon,1,8
52826,ballidu east,1,12
52827,ballidu south east,1,18
52828,ballidu-bindi bindi,1,19
52829,ballie,1,6
52830,balligin,1,8
52831,ballville,1,9
52832,bally bally,1,11
52833,bally bally - county peaks,1,26
52834,bally bunyon,1,12
52835,ballyryan,1,9
52836,ballys,1,6
52837,balmacarra,1,10
52838,balmaceda,1,9
52839,balmaha,1,7
52840,balman,1,6
52841,balmanno,1,8
52842,balmara,1,7
52843,balmarino,1,9
52844,balmarol,1,8
52845,balmattum,1,9
52846,balmattum church,1,16
52847,balmattum north,1,15
52848,balmattum rest,1,14
52849,balmattum school,1,16
52850,ballyrunion,1,11
52851,ballyrennie,1,11
52852,ballynure,1,9
52853,ballydoyle,1,10
52854,bally keel,1,10
52855,bally park,1,10
52856,ballyalla,1,9
52857,ballybritt,1,10
52858,ballybunnion,1,12
52859,ballycastle,1,11
52860,ballygriffen,1,12
52861,ballynde,1,8
52862,ballyhooley,1,11
52863,ballyhooly,1,10
52864,ballykeane,1,10
52865,ballyleaney,1,11
52866,ballylin,1,8
52867,ballymoyer,1,10
52868,ballera,1,7
52869,ballengarra branson,1,19
52870,balharries,1,10
52871,balkee,1,6
52872,balkissoch,1,10
52873,balkuling,1,9
52874,balkuling north,1,15
52875,ahrens,1,6
52876,ball bay,1,8
52877,balla machree,1,13
52878,balla whelarra,1,14
52879,ballaballa,1,10
52880,ballabil,1,8
52881,balladonia gum,1,14
52882,balladoran,1,10
52883,balladoran railway,1,18
52884,ballagar,1,8
52885,ballagh,1,7
52886,ballagin,1,8
52887,balkins,1,7
52888,balkara,1,7
52889,ballengara,1,10
52890,balkan,1,6
52891,bali hai,1,8
52892,bali hi,1,7
52893,balia,1,5
52894,balicup,1,7
52895,baliffs,1,7
52896,balijup,1,7
52897,balimba,1,7
52898,balimo,1,6
52899,balin,1,5
52900,baling,1,6
52901,baliol,1,6
52902,balira,1,6
52903,balis,1,5
52904,balista,1,7
52905,balk,1,4
52906,ballam,1,6
52907,ballan - daylesford,1,19
52908,ballan - egerton,1,16
52909,ballan - geelong,1,16
52910,ahmatt,1,6
52911,ballaro,1,7
52912,ballart,1,7
52913,ballaruk,1,8
52914,ballast head,1,12
52915,ballast pit,1,11
52916,ballast point,1,13
52917,ballat,1,6
52918,ballawarra,1,10
52919,ballawinnie,1,11
52920,balldale,1,8
52921,balldale-coreen,1,15
52922,balldock,1,8
52923,ballee bay,1,10
52924,ballencea,1,9
52925,ballarat west link,1,18
52926,ballarat west,1,13
52927,ballarat road off,1,17
52928,ballandra,1,9
52929,ballan road service,1,19
52930,ballan-egerton,1,14
52931,ballan-meredith,1,15
52932,ballandeau,1,10
52933,ballandelia,1,11
52934,ballandown,1,10
52935,ballanentyne,1,12
52936,ballarat - carngham,1,19
52937,ballangarry,1,11
52938,ballangeich cemetery,1,20
52939,ballanoma,1,9
52940,ballans,1,7
52941,ballanya,1,8
52942,ballar,1,6
52943,bairobai,1,8
52944,bairnsdale motor sports club gipssland,1,38
52945,bairnsdale motor sports,1,23
52946,back marsden,1,12
52947,back mckay,1,10
52948,back meadow valley,1,18
52949,back mimosa,1,11
52950,back mogong,1,11
52951,back morundah,1,13
52952,back mount sylvia,1,17
52953,back mountain,1,13
52954,back nubba,1,10
52955,aif,1,3
52956,back paddock,1,12
52957,back peak hill,1,14
52958,back piney ridge,1,16
52959,back plains,1,11
52960,back porepunkah,1,15
52961,back quarry,1,11
52962,back martindale,1,15
52963,back maffra,1,11
52964,back flagstone,1,14
52965,back ma ma,1,10
52966,back glenlyon,1,13
52967,back glenronald,1,15
52968,back gregory,1,12
52969,back gular,1,10
52970,back henty,1,10
52971,back hepburn,1,12
52972,back hill,1,9
52973,back hillston,1,13
52974,back jugiong,1,12
52975,back kings creek,1,16
52976,back kootingal,1,14
52977,back kunama,1,11
52978,back kyneton,1,12
52979,back larpent,1,12
52980,back line,1,9
52981,back raglan,1,11
52982,back river,1,10
52983,back saleyards,1,14
52984,back sandy gully,1,16
52985,back werris creek,1,17
52986,back windermere,1,15
52987,back woolbrook,1,14
52988,back woolomin,1,13
52989,back yanco,1,10
52990,backbeach,1,9
52991,backe,1,5
52992,backen,1,6
52993,backford,1,8
52994,backhouses,1,10
52995,backingham,1,10
52996,backland,1,8
52997,backman,1,7
52998,backmans,1,8
52999,backmede,1,8
53000,back waterloo,1,13
53001,back wandiligong,1,16
53002,back wahgunyah,1,14
53003,back st. arnaud,1,15
53004,back school,1,11
53005,back settlement,1,15
53006,back smeaton,1,12
53007,back springdale,1,15
53008,back springfield,1,16
53009,back springhurst,1,16
53010,back swamp,1,10
53011,back valley,1,11
53012,back tea tree,1,13
53013,back teddywaddy,1,15
53014,back thowgla,1,12
53015,back tintaldra,1,14
53016,back tomingley west,1,19
53017,back tullamore,1,14
53018,back germantown,1,15
53019,back ferndale,1,13
53020,bairnsdale - paynesville,1,24
53021,ailanthus,1,9
53022,babele,1,6
53023,babiana,1,7
53024,babich,1,6
53025,babin,1,5
53026,babirra,1,7
53027,babra,1,5
53028,babu,1,4
53029,babyl creek,1,11
53030,aikshaw,1,7
53031,bacala,1,6
53032,bacall,1,6
53033,bacardi,1,7
53034,baccata,1,7
53035,baccello,1,8
53036,bacchus marsh - gisborne,1,24
53037,babel,1,5
53038,babdoyle,1,8
53039,back estcourt,1,13
53040,babbling brook,1,14
53041,babakin,1,7
53042,babakin corrigin,1,16
53043,babakin east,1,12
53044,babakin north,1,13
53045,babakin north west,1,18
53046,babamande,1,9
53047,babara,1,6
53048,babarra,1,7
53049,babb,1,4
53050,babba mia,1,9
53051,babbacombe,1,10
53052,babbage island,1,14
53053,babbajai,1,8
53054,babbidges,1,9
53055,babbin,1,6
53056,bacchus marsh road on,1,21
53057,bacchus marsh speedway and,1,26
53058,baccus,1,6
53059,bachali,1,7
53060,back callington,1,15
53061,back cam,1,8
53062,back cam link,1,13
53063,back channel,1,12
53064,back corringle,1,14
53065,back creek reserve,1,18
53066,back cudgewa,1,12
53067,back cullen,1,11
53068,back demondrille,1,16
53069,back dixonville,1,15
53070,back dubbo,1,10
53071,back dungowan,1,13
53072,back eddington,1,14
53073,back eildon,1,11
53074,back electra,1,12
53075,back cairn curran,1,17
53076,back bushy creek,1,16
53077,back bunyip,1,11
53078,back ariah park,1,15
53079,bache,1,5
53080,bachell,1,7
53081,bachelors,1,9
53082,bachelors valley,1,16
53083,bachich,1,7
53084,back ariah,1,10
53085,back beach road service,1,23
53086,back brawlin,1,12
53087,back bearbong,1,13
53088,back berrigan,1,13
53089,back boga,1,9
53090,back boisdale,1,13
53091,back bolac,1,10
53092,back bowgada,1,12
53093,backo,1,5
53094,backous,1,7
53095,backway,1,7
53096,bahanas,1,7
53097,bahgallah school,1,16
53098,bahia,1,5
53099,bahinia,1,7
53100,bahkeeta,1,8
53101,bahloo glen,1,11
53102,bahnisch,1,8
53103,bahnish,1,7
53104,bahran,1,6
53105,bahri,1,5
53106,bahrs point,1,11
53107,bahrs scrub,1,11
53108,bahrview,1,8
53109,bahs point,1,10
53110,bahtoo,1,6
53111,bahunia,1,7
53112,bahgallah,1,9
53113,bahamas,1,7
53114,backwell,1,8
53115,baha,1,4
53116,baggs,1,5
53117,baggygreen,1,10
53118,bagleys,1,7
53119,baglione,1,8
53120,baglow,1,6
53121,bagnall beach,1,13
53122,bagnell,1,7
53123,bago creek,1,10
53124,bago forest,1,11
53125,bago froest,1,11
53126,bagoda,1,6
53127,bagoo,1,5
53128,bagora,1,6
53129,bagot well,1,10
53130,bagotville,1,10
53131,baige,1,5
53132,baigent,1,7
53133,baigup,1,6
53134,baikal,1,6
53135,bailingup,1,9
53136,bailla hill,1,11
53137,baillies,1,8
53138,bailliestone,1,12
53139,baillon,1,7
53140,bails,1,5
53141,bailup,1,6
53142,baimsdale school,1,16
53143,baine,1,5
53144,baintree,1,8
53145,bair,1,4
53146,aida ball,1,9
53147,baird bay,1,9
53148,bairnes,1,7
53149,bairnsdale - dargo,1,18
53150,bailiff,1,7
53151,bailie,1,6
53152,baileys rocks,1,13
53153,aiden,1,5
53154,baikie,1,6
53155,baildon,1,7
53156,baildor,1,7
53157,baile,1,5
53158,bailee,1,6
53159,bailer,1,6
53160,bailey east west,1,16
53161,baileys mountain,1,16
53162,bailey gully,1,12
53163,aidans,1,6
53164,bailey james,1,12
53165,bailey rocks,1,12
53166,bailey views,1,12
53167,bailey's lane,1,13
53168,baggotts,1,8
53169,baggott,1,7
53170,baggers head,1,12
53171,badja woolshed,1,14
53172,aidous,1,6
53173,baderloo,1,8
53174,badgarning,1,10
53175,badgen,1,6
53176,badger corner,1,13
53177,badger creek,1,12
53178,badger wales,1,12
53179,badger weir,1,11
53180,badgerys,1,8
53181,badgerys creek,1,14
53182,badgerys lookout,1,16
53183,badgetopping south,1,18
53184,badgin,1,6
53185,badgingarra,1,11
53186,badhams,1,7
53187,baden park,1,10
53188,baden jones,1,11
53189,badelona,1,8
53190,badarene,1,8
53191,bacon factory,1,13
53192,bacons,1,6
53193,bacup,1,5
53194,badajos,1,7
53195,badajoz,1,7
53196,badalya,1,7
53197,baddaginnie-goomalibee,1,22
53198,bade lawence,1,12
53199,baddaginnie-warrenbaye,1,22
53200,badden,1,6
53201,baddera,1,7
53202,baddesley,1,9
53203,aidrie,1,6
53204,baddleys,1,8
53205,badimara,1,8
53206,badjaling,1,9
53207,bagge,1,5
53208,badjaling north,1,15
53209,baerami creek,1,13
53210,baere,1,5
53211,baez,1,4
53212,baffle estate,1,13
53213,baffler,1,7
53214,bafile,1,6
53215,bagalowie,1,9
53216,bagan,1,5
53217,bagarin,1,7
53218,bagatelle,1,9
53219,bagden,1,6
53220,bagend,1,6
53221,bagendon,1,8
53222,bagg,1,4
53223,baggate,1,7
53224,baenschs,1,8
53225,baelon,1,6
53226,baeli - hi,1,10
53227,aidens,1,6
53228,badjaling south,1,15
53229,badjerin rock,1,13
53230,aidion,1,6
53231,badley,1,6
53232,badmans,1,7
53233,badock,1,6
53234,badoco,1,6
53235,bael bael,1,9
53236,badom,1,5
53237,badower,1,7
53238,badrick,1,7
53239,badto,1,5
53240,baehnisch,1,9
53241,baekea,1,6
53242,balmattum siding,1,16
53243,balme,1,5
53244,barranjoey,1,10
53245,bariston,1,8
53246,barjai,1,6
53247,barka,1,5
53248,barkars,1,7
53249,barkduk,1,7
53250,barkeley,1,8
53251,barkell,1,7
53252,agostini,1,8
53253,barker creek,1,12
53254,barker creek-kunioon,1,20
53255,barkers creek,1,13
53256,barkers creek school,1,20
53257,barkers rocks,1,13
53258,barkhurst,1,9
53259,barkia,1,6
53260,barkindji,1,9
53261,barjadda,1,8
53262,barip,1,5
53263,barhams,1,7
53264,barinia,1,7
53265,agravain,1,8
53266,barilba,1,7
53267,barimba,1,7
53268,barina downs,1,12
53269,barina estate,1,13
53270,agraulia,1,8
53271,barine,1,6
53272,baring north,1,12
53273,baring south,1,12
53274,agrafe,1,6
53275,baringa park,1,12
53276,baringhup - eastville,1,21
53277,baringhup - havelock,1,20
53278,baringhup west,1,14
53279,barington,1,9
53280,barkl,1,5
53281,barklay,1,7
53282,barkle,1,6
53283,barklem,1,7
53284,barku,1,5
53285,barkulla,1,8
53286,barkuna,1,7
53287,barlabi,1,7
53288,barlby,1,6
53289,barlett,1,7
53290,barletta,1,8
53291,barley croft,1,12
53292,barley fields,1,13
53293,agosta,1,6
53294,barley mow,1,10
53295,barley sheaf,1,12
53296,barley stacks,1,13
53297,barleygrass,1,11
53298,barlings,1,8
53299,barktown,1,8
53300,barkston,1,8
53301,barkstead-dean,1,14
53302,barkly stock,1,12
53303,barkles,1,7
53304,barkley river,1,13
53305,agostinellis,1,12
53306,barkly avenue off,1,17
53307,barkly gap,1,10
53308,barkly river logging,1,20
53309,barkly street:daylesford - malmsbury,1,36
53310,barkstead leonards-hill,1,23
53311,barko,1,5
53312,barkoo,1,6
53313,barkoola,1,8
53314,barkou,1,6
53315,barkshed,1,8
53316,barkstead,1,9
53317,bariadoa,1,8
53318,barham river,1,12
53319,barloo,1,6
53320,barcaldine aramac,1,17
53321,barcaldine-aramac,1,17
53322,barce,1,5
53323,barcelo,1,7
53324,barclay service,1,15
53325,barclays,1,8
53326,barcoongere,1,11
53327,barcoorah,1,9
53328,barcote,1,7
53329,barculdie,1,9
53330,bardanitch,1,10
53331,bardards,1,8
53332,bardedjildji,1,12
53333,bardeen,1,7
53334,barden ridge,1,12
53335,bardenhagen,1,11
53336,barcaldine isisford,1,19
53337,barcaldine,1,10
53338,bargwanna,1,9
53339,barbys,1,6
53340,agricultural,1,12
53341,barbera,1,7
53342,barberino,1,9
53343,barbers creek,1,13
53344,barbey's,1,8
53345,barbie,1,6
53346,barbijal,1,8
53347,barbingal,1,9
53348,barbiston,1,9
53349,barblett,1,8
53350,barbola,1,7
53351,barbors,1,7
53352,barbours,1,8
53353,barbra,1,6
53354,barbrook,1,8
53355,bardens,1,7
53356,bardfield,1,9
53357,bardin,1,6
53358,barding,1,7
53359,barellen,1,8
53360,barenco,1,7
53361,barenya,1,7
53362,barep,1,5
53363,baretts,1,7
53364,barfleur,1,8
53365,bargang,1,7
53366,bargara lakes,1,13
53367,bargate,1,7
53368,barge access,1,12
53369,barge landing,1,13
53370,bargens,1,7
53371,barger,1,6
53372,bargrove,1,8
53373,bargus,1,6
53374,barellan tip,1,12
53375,barellan showgrounds,1,20
53376,barellan sandy creek,1,20
53377,bardyn halliday,1,15
53378,bardley,1,7
53379,bardoel,1,7
53380,bardook,1,7
53381,bardot,1,6
53382,bards,1,5
53383,bardurra,1,8
53384,bare bluff,1,10
53385,barellan merribee,1,17
53386,bare hill,1,9
53387,bareega,1,7
53388,bareenong,1,9
53389,bareenong - garema,1,18
53390,barellan cemetery,1,17
53391,barellan golf course,1,20
53392,barloa,1,6
53393,agora,1,5
53394,balmes,1,6
53395,baronessa,1,9
53396,baronhurst,1,10
53397,baroni,1,6
53398,baronial,1,8
53399,baronnet,1,8
53400,baronsfield,1,11
53401,baronta,1,7
53402,barool,1,6
53403,baroola,1,7
53404,baroon,1,6
53405,baroon pocket,1,13
53406,baroonba,1,8
53407,baroota siding,1,14
53408,baros,1,5
53409,agnes gillespie,1,15
53410,barossa boundary,1,16
53411,barongarook south,1,17
53412,baroness,1,8
53413,barnstormer,1,11
53414,baronesa,1,8
53415,barnview,1,8
53416,barny moy,1,9
53417,baroalba,1,8
53418,baroga,1,6
53419,barolin homestead,1,17
53420,barolits,1,8
53421,baroma,1,6
53422,baroma downs,1,12
53423,barombah,1,8
53424,baromi,1,6
53425,baron hay,1,9
53426,baronbali,1,9
53427,baronda,1,7
53428,barondi,1,7
53429,barone,1,6
53430,barow,1,5
53431,baroy,1,5
53432,barpinba,1,8
53433,barpinba-poorneet,1,17
53434,barragan,1,8
53435,barraganyatti hut,1,17
53436,barrage,1,7
53437,barragoola,1,10
53438,barragoon,1,9
53439,barragowa,1,9
53440,barrakee-buckrabanyule,1,22
53441,barram,1,6
53442,barramay,1,8
53443,barramine,1,9
53444,barrams,1,7
53445,barramunga - roadknight,1,23
53446,barrands,1,8
53447,barranduna,1,10
53448,barrangarry,1,11
53449,barradale,1,9
53450,barracup,1,8
53451,barracoutta,1,11
53452,barrabooka north,1,16
53453,barquentine,1,11
53454,agnes falls,1,11
53455,barr scott,1,10
53456,barr-smith,1,10
